key,value
UA000000107382233,"{""device"":""Android"",""ecommerce"":{},""event_name"":""cc_info"",""event_previous_timestamp"":1593880364321088,""event_timestamp"":1593880886065125,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879195262047,""user_id"":""UA000000107382233""}"
UA000000107398037,"{""device"":""Android"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593880882964262,""event_timestamp"":1593880887605337,""geo"":{""city"":""Vernon"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880882964262,""user_id"":""UA000000107398037""}"
UA000000107398159,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880894789579,""geo"":{""city"":""Lakewood"",""state"":""CO""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880894789579,""user_id"":""UA000000107398159""}"
UA000000107376467,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""cart"",""event_previous_timestamp"":1593879619852678,""event_timestamp"":1593880888392498,""geo"":{""city"":""Denver"",""state"":""CO""},""items"":[{""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995.0,""price_in_usd"":1995.0,""quantity"":1},{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":2090.0,""price_in_usd"":1045.0,""quantity"":2}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878559803470,""user_id"":""UA000000107376467""}"
UA000000107398037,"{""device"":""Android"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593880882964262,""event_timestamp"":1593880887605337,""geo"":{""city"":""Vernon"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880882964262,""user_id"":""UA000000107398037""}"
UA000000107376467,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""cart"",""event_previous_timestamp"":1593879619852678,""event_timestamp"":1593880888392498,""geo"":{""city"":""Denver"",""state"":""CO""},""items"":[{""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995.0,""price_in_usd"":1995.0,""quantity"":1},{""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":2090.0,""price_in_usd"":1045.0,""quantity"":2}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878559803470,""user_id"":""UA000000107376467""}"
UA000000107382233,"{""device"":""Android"",""ecommerce"":{""purchase_revenue_in_usd"":945.0,""total_item_quantity"":1,""unique_items"":1},""event_name"":""finalize"",""event_previous_timestamp"":1593880886065125,""event_timestamp"":1593880889675916,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879195262047,""user_id"":""UA000000107382233""}"
UA000000107390606,"{""device"":""Android"",""ecommerce"":{},""event_name"":""shipping_info"",""event_previous_timestamp"":1593880879837889,""event_timestamp"":1593880890529325,""geo"":{""city"":""Seattle"",""state"":""WA""},""items"":[{""item_id"":""M_PREM_T"",""item_name"":""Premium Twin Mattress"",""item_revenue_in_usd"":1095.0,""price_in_usd"":1095.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880101991843,""user_id"":""UA000000107390606""}"
UA000000107391820,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880227769377,""event_timestamp"":1593880890949134,""geo"":{""city"":""San Bernardino"",""state"":""CA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880227769377,""user_id"":""UA000000107391820""}"
UA000000107396074,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880880758359,""event_timestamp"":1593880885984866,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880674737173,""user_id"":""UA000000107396074""}"
UA000000107383039,"{""device"":""Android"",""ecommerce"":{},""event_name"":""register"",""event_previous_timestamp"":1593880888552808,""event_timestamp"":1593880891830592,""geo"":{""city"":""East Providence"",""state"":""RI""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879279163480,""user_id"":""UA000000107383039""}"
UA000000107398145,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880893591631,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880893591631,""user_id"":""UA000000107398145""}"
UA000000107398037,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880882964262,""geo"":{""city"":""Vernon"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880882964262,""user_id"":""UA000000107398037""}"
UA000000107383039,"{""device"":""Android"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880878386459,""event_timestamp"":1593880888552808,""geo"":{""city"":""East Providence"",""state"":""RI""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879279163480,""user_id"":""UA000000107383039""}"
UA000000107383039,"{""device"":""Android"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880878386459,""event_timestamp"":1593880888552808,""geo"":{""city"":""East Providence"",""state"":""RI""},""items"":[{""item_id"":""M_STAN_K"",""item_name"":""Standard King Mattress"",""item_revenue_in_usd"":1195.0,""price_in_usd"":1195.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879279163480,""user_id"":""UA000000107383039""}"
UA000000107397945,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880871639660,""event_timestamp"":1593880884527813,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880871639660,""user_id"":""UA000000107397945""}"
UA000000107382233,"{""device"":""Android"",""ecommerce"":{""purchase_revenue_in_usd"":945.0,""total_item_quantity"":1,""unique_items"":1},""event_name"":""finalize"",""event_previous_timestamp"":1593880886065125,""event_timestamp"":1593880889675916,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[{""item_id"":""M_STAN_F"",""item_name"":""Standard Full Mattress"",""item_revenue_in_usd"":945.0,""price_in_usd"":945.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879195262047,""user_id"":""UA000000107382233""}"
UA000000107395968,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593880861030241,""event_timestamp"":1593880889126778,""geo"":{""city"":""Fishers"",""state"":""IN""},""items"":[],""traffic_source"":""youtube"",""user_first_touch_timestamp"":1593880664658773,""user_id"":""UA000000107395968""}"
UA000000107398054,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880885036129,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880885036129,""user_id"":""UA000000107398054""}"
UA000000107396074,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880880758359,""event_timestamp"":1593880885984866,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880674737173,""user_id"":""UA000000107396074""}"
UA000000107386250,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_previous_timestamp"":1593879628637203,""event_timestamp"":1593880895936419,""geo"":{""city"":""Taylor"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879628637203,""user_id"":""UA000000107386250""}"
UA000000107380248,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880875858249,""event_timestamp"":1593880897388908,""geo"":{""city"":""Jacksonville"",""state"":""FL""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593878984032232,""user_id"":""UA000000107380248""}"
UA000000107398030,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880882429980,""event_timestamp"":1593880889676857,""geo"":{""city"":""Lomita"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880882429980,""user_id"":""UA000000107398030""}"
UA000000107398192,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880898624295,""geo"":{""city"":""Grosse Pointe Park"",""state"":""MI""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880898624295,""user_id"":""UA000000107398192""}"
UA000000107386262,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""checkout"",""event_previous_timestamp"":1593880658611526,""event_timestamp"":1593880904750149,""geo"":{""city"":""Sumter"",""state"":""SC""},""items"":[{""item_id"":""P_FOAM_S"",""item_name"":""Standard Foam Pillow"",""item_revenue_in_usd"":59.0,""price_in_usd"":59.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879630135690,""user_id"":""UA000000107386262""}"
UA000000107398235,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880903087650,""geo"":{""city"":""Caldwell"",""state"":""ID""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880903087650,""user_id"":""UA000000107398235""}"
UA000000107387275,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""foam"",""event_previous_timestamp"":1593879744269144,""event_timestamp"":1593880908289815,""geo"":{""city"":""El Monte"",""state"":""CA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593879744269144,""user_id"":""UA000000107387275""}"
UA000000107398271,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880906158057,""geo"":{""city"":""Dublin"",""state"":""GA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880906158057,""user_id"":""UA000000107398271""}"
UA000000107386648,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593879672740403,""event_timestamp"":1593880909940354,""geo"":{""city"":""Dallas"",""state"":""TX""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593879672740403,""user_id"":""UA000000107386648""}"
UA000000107380296,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_previous_timestamp"":1593880665317054,""event_timestamp"":1593880911486590,""geo"":{""city"":""Yuma"",""state"":""CO""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878988625951,""user_id"":""UA000000107380296""}"
UA000000107395532,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593880622839579,""event_timestamp"":1593880915798227,""geo"":{""city"":""San Bernardino"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880622839579,""user_id"":""UA000000107395532""}"
UA000000107398352,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880916052388,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880916052388,""user_id"":""UA000000107398352""}"
UA000000107398326,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880912994211,""geo"":{""city"":""Kansas City"",""state"":""MO""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880912994211,""user_id"":""UA000000107398326""}"
UA000000107378302,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593880826062619,""event_timestamp"":1593880916797175,""geo"":{""city"":""Gardner"",""state"":""MA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878765860219,""user_id"":""UA000000107378302""}"
UA000000107398382,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880918699677,""geo"":{""city"":""South San Francisco"",""state"":""CA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880918699677,""user_id"":""UA000000107398382""}"
UA000000107398386,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880919052286,""geo"":{""city"":""Falls Church"",""state"":""VA""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880919052286,""user_id"":""UA000000107398386""}"
UA000000107397388,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593880811123234,""event_timestamp"":1593880916829314,""geo"":{""city"":""Santa Rosa"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880811123234,""user_id"":""UA000000107397388""}"
UA000000107378356,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""cart"",""event_previous_timestamp"":1593880789378323,""event_timestamp"":1593880913762110,""geo"":{""city"":""Texas City"",""state"":""TX""},""items"":[{""item_id"":""P_DOWN_K"",""item_name"":""King Down Pillow"",""item_revenue_in_usd"":159.0,""price_in_usd"":159.0,""quantity"":1}],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878772516507,""user_id"":""UA000000107378356""}"
UA000000107398374,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880918097224,""geo"":{""city"":""Havre"",""state"":""MT""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880918097224,""user_id"":""UA000000107398374""}"
UA000000107386648,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593879672740403,""event_timestamp"":1593880909940354,""geo"":{""city"":""Dallas"",""state"":""TX""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593879672740403,""user_id"":""UA000000107386648""}"
UA000000107385374,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593879536359533,""event_timestamp"":1593880922879172,""geo"":{""city"":""Rocky Mount"",""state"":""NC""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879536359533,""user_id"":""UA000000107385374""}"
UA000000107369260,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593879346692927,""event_timestamp"":1593880925722315,""geo"":{""city"":""San Jose"",""state"":""CA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593877754701505,""user_id"":""UA000000107369260""}"
